date,feature_avg_mood,feature_var_mood,feature_screen_time,feature_avg_arousal,feature_var_arousal,feature_social_contact,feature_gaming,feature_activity,feature_avg_valence,feature_var_valence,feature_office_app,feature_travel_app,feature_entertainment_app,feature_communication_app,feature_social_app,feature_day_week
2014-02-17,,,,,,2.0,,,,,,,,,,0
2014-02-19,,,,,,2.0,,,,,,,,,,2
2014-02-22,,,,,,5.0,,,,,,,,,,5
2014-02-25,,,,,,5.0,,,,,,,,,,1
2014-02-28,,,,,,6.0,,,,,,,,,,4
2014-03-04,,,,,,1.0,,,,,,,,,,1
2014-03-05,,,,,,6.0,,,,,,,,,,2
2014-03-06,,,,,,6.0,,,,,,,,,,3
2014-03-07,,,,,,6.0,,,,,,,,,,4
2014-03-15,,,,,,8.0,,,,,,,,,,5
2014-03-17,,,,,,7.0,,,,,,,,,,0
2014-03-18,,,,,,8.0,,,,,,,,,,1
2014-03-19,,,,,,11.0,,,,,,,,,,2
2014-03-20,,,,,,14.0,,,,,,,,,,3
2014-03-21,,,,,,14.0,,,,,,,,,,4
2014-03-24,,,,,,17.0,,,,,,,,,,0
2014-03-26,,,,,,17.0,,,,,,,,,,2
2014-03-27,,,,,,17.0,,,,,,,,,,3
2014-03-28,,,,,,18.0,,,,,,,,,,4
2014-03-31,6.5,0.25,1870.4369995594016,0.0,1.0,,,0.14490699977988108,0.0,1.0,,,181.001,93.215,691.1659999999999,0
2014-04-01,7.0,0.4,10454.418998718262,,,19.0,456.729,3.1835465181827454,,,,350.225,183.005,3039.796,2463.015,1
2014-04-02,7.0,1.3333333333333333,22320.066999435425,,,20.0,456.729,4.220722769222199,,,,413.53900000000004,1005.396,5744.771000000001,5902.473999999998,2
2014-04-03,7.3076923076923075,1.9053254437869822,31463.544000864036,,,,,7.847436002012483,,,,507.85600000000005,1880.022,8610.659,8236.202,3
