date,feature_avg_mood,feature_var_mood,feature_screen_time,feature_avg_arousal,feature_var_arousal,feature_social_contact,feature_gaming,feature_activity,feature_avg_valence,feature_var_valence,feature_office_app,feature_travel_app,feature_entertainment_app,feature_communication_app,feature_social_app,feature_day_week
2014-02-17,,,,,,1.0,,,,,,,,,,0
2014-02-18,,,,,,2.0,,,,,,,,,,1
2014-02-20,,,,,,2.0,,,,,,,,,,3
2014-02-21,,,,,,6.0,,,,,,,,,,4
2014-02-22,,,,,,24.0,,,,,,,,,,5
2014-02-23,,,,,,6.0,,,,,,,,,,6
2014-02-24,,,,,,18.0,,,,,,,,,,0
2014-02-25,,,,,,18.0,,,,,,,,,,1
2014-02-26,,,,,,19.0,,,,,,,,,,2
2014-02-27,,,,,,19.0,,,,,,,,,,3
2014-02-28,,,,,,19.0,,,,,,,,,,4
2014-03-02,,,,,,21.0,,,,,,,,,,6
2014-03-03,,,,,,21.0,,,,,,,,,,0
2014-03-04,,,,,,21.0,,,,,,,,,,1
2014-03-06,,,,,,22.0,,,,,,,,,,3
2014-03-07,,,,,,22.0,,,,,,,,,,4
2014-03-10,,,,,,23.0,,,,,,,,,,0
2014-03-11,,,,,,27.0,,,,,,,,,,1
2014-03-12,,,,,,38.0,,,,,,,,,,2
2014-03-14,,,,,,28.0,,,,,,,,,,4
2014-03-17,,,,,,28.0,,,,,,,,,,0
2014-03-18,,,,,,32.0,,,,,,,,,,1
2014-03-19,,,,,,34.0,,,,,,,,,,2
2014-03-20,7.0,0.6666666666666666,6640.643000364301,0.3333333333333333,0.888888888888889,35.0,,0.164540816326531,1.0,0.6666666666666666,228.138,,1930.0610000000001,2011.303,778.076,3
2014-03-21,7.571428571428571,0.8163265306122449,16443.319999694817,0.14285714285714285,0.9795918367346939,48.0,,3.3171828380474997,1.1428571428571428,0.4081632653061224,,,5668.264,4993.52,2405.1949999999997,4
2014-03-22,7.545454545454546,0.6115702479338844,30938.16799950599,-0.18181818181818182,1.2396694214876034,,,6.158252232165558,1.0909090909090908,0.26446280991735543,,,7602.742,13582.456999999999,4210.598,5
