,date,feature_avg_mood,feature_var_mood,feature_screen_time,feature_apps_time,feature_avg_arousal,feature_var_arousal,feature_social_contact,feature_gaming
164,2014-04-14,6.267605633802817,0.7875421543344574,141806.24900126457,171236.49199999997,,,75.0,
165,2014-04-14,6.267605633802817,0.7875421543344574,141806.24900126457,213218.915,,,75.0,
166,2014-04-14,6.267605633802817,0.7875421543344574,141806.24900126457,231854.826,,,75.0,
167,2014-04-14,6.267605633802817,0.7875421543344574,141806.24900126457,236395.931,,,75.0,
168,2014-04-14,6.267605633802817,0.7875421543344574,141806.24900126457,288801.95,,,75.0,
169,2014-04-14,6.267605633802817,0.7875421543344574,141806.24900126457,359443.68799999997,,,75.0,
170,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,76821.56,,,80.0,
171,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,173144.865,,,80.0,
172,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,213429.882,,,80.0,
173,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,231889.132,,,80.0,
174,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,235155.719,,,80.0,
175,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,236441.104,,,80.0,
176,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,291869.061,,,80.0,
177,2014-04-15,6.306666666666667,0.7992888888888888,148979.25700044632,359443.68799999997,,,80.0,
178,2014-04-16,6.333333333333333,0.7863247863247862,155999.86800336838,79696.221,,,95.0,
179,2014-04-16,6.333333333333333,0.7863247863247862,155999.86800336838,175302.217,,,95.0,
180,2014-04-16,6.333333333333333,0.7863247863247862,155999.86800336838,214409.666,,,95.0,
181,2014-04-16,6.333333333333333,0.7863247863247862,155999.86800336838,236483.98200000002,,,95.0,
182,2014-04-16,6.333333333333333,0.7863247863247862,155999.86800336838,293667.628,,,95.0,
183,2014-04-16,6.333333333333333,0.7863247863247862,155999.86800336838,352340.777,,,95.0,
184,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,80801.893,,,83.0,
185,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,177062.624,,,83.0,
186,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,214773.30800000002,,,83.0,
187,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,231933.647,,,83.0,
188,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,235172.90000000002,,,83.0,
189,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,236524.556,,,83.0,
190,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,297504.385,,,83.0,
191,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,352598.971,,,83.0,
192,2014-04-17,6.365853658536586,0.7685901249256395,163664.0180029869,359443.68799999997,,,83.0,
193,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,81596.839,,,,
194,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,177340.25400000002,,,,
195,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,215486.64,,,,
196,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,231935.65000000002,,,,
197,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,236566.783,,,,
198,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,300650.77800000005,,,,
199,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,353019.728,,,,
200,2014-04-18,6.383720930232558,0.7481070849107624,169552.18800234795,359443.68799999997,,,,
201,2014-04-19,6.355555555555555,0.7402469135802471,176824.1520035267,114535.092,,,100.0,
202,2014-04-19,6.355555555555555,0.7402469135802471,176824.1520035267,178480.397,,,100.0,
203,2014-04-19,6.355555555555555,0.7402469135802471,176824.1520035267,216264.269,,,100.0,
204,2014-04-19,6.355555555555555,0.7402469135802471,176824.1520035267,236613.717,,,100.0,
205,2014-04-19,6.355555555555555,0.7402469135802471,176824.1520035267,303055.247,,,100.0,
206,2014-04-19,6.355555555555555,0.7402469135802471,176824.1520035267,353068.571,,,100.0,
207,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,118418.63599999998,,,,521.4200000000001
208,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,179200.90600000002,,,,521.4200000000001
209,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,217352.66,,,,521.4200000000001
210,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,233430.184,,,,521.4200000000001
211,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,235187.995,,,,521.4200000000001
212,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,236657.018,,,,521.4200000000001
213,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,307625.461,,,,521.4200000000001
214,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,353455.47,,,,521.4200000000001
215,2014-04-20,6.361702127659575,0.7202354006337711,191856.2290034294,359450.46499999997,,,,521.4200000000001
216,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,119641.002,,,86.0,521.4200000000001
217,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,180162.079,,,86.0,521.4200000000001
218,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,217433.0,,,86.0,521.4200000000001
219,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,233430.184,,,86.0,521.4200000000001
220,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,236691.40000000002,,,86.0,521.4200000000001
221,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,309449.435,,,86.0,521.4200000000001
222,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,353462.68000000005,,,86.0,521.4200000000001
223,2014-04-21,6.350515463917525,0.7018811775959186,196057.7570028305,359450.46499999997,,,86.0,521.4200000000001
224,2014-04-22,6.36,0.6903999999999998,214401.0320031643,122157.70999999999,,,87.0,
225,2014-04-22,6.36,0.6903999999999998,214401.0320031643,183308.766,,,87.0,
226,2014-04-22,6.36,0.6903999999999998,214401.0320031643,223082.565,,,87.0,
227,2014-04-22,6.36,0.6903999999999998,214401.0320031643,231965.738,,,87.0,
228,2014-04-22,6.36,0.6903999999999998,214401.0320031643,236740.227,,,87.0,
229,2014-04-22,6.36,0.6903999999999998,214401.0320031643,314591.98,,,87.0,
230,2014-04-22,6.36,0.6903999999999998,214401.0320031643,354806.543,,,87.0,
231,2014-04-22,6.36,0.6903999999999998,214401.0320031643,359450.46499999997,,,87.0,
232,2014-04-23,6.346153846153846,0.668639053254438,220012.63900208473,123415.041,,,92.0,
233,2014-04-23,6.346153846153846,0.668639053254438,220012.63900208473,183833.524,,,92.0,
234,2014-04-23,6.346153846153846,0.668639053254438,220012.63900208473,223623.178,,,92.0,
235,2014-04-23,6.346153846153846,0.668639053254438,220012.63900208473,235187.995,,,92.0,
236,2014-04-23,6.346153846153846,0.668639053254438,220012.63900208473,236770.839,,,92.0,
237,2014-04-23,6.346153846153846,0.668639053254438,220012.63900208473,317570.876,,,92.0,
238,2014-04-23,6.346153846153846,0.668639053254438,220012.63900208473,354967.14300000004,,,92.0,
239,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,126542.079,,,92.0,
240,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,184094.727,,,92.0,
241,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,224348.967,,,92.0,
242,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,232072.06,,,92.0,
243,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,235325.006,,,92.0,
244,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,236802.1,,,92.0,
245,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,321185.49100000004,,,92.0,
246,2014-04-24,6.361111111111111,0.6566358024691357,226911.26100039482,355549.003,,,92.0,
247,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,128620.12400000001,,,108.0,
248,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,184595.64599999998,,,108.0,
249,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,224381.09100000001,,,108.0,
250,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,232145.314,,,108.0,
251,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,236839.318,,,108.0,
252,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,323010.604,,,108.0,
253,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,356329.17000000004,,,108.0,
254,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,359474.552,,,108.0,
255,2014-04-25,6.330357142857143,0.7033641581632654,231640.6360013485,359495.22199999995,,,108.0,
256,2014-04-26,6.3478260869565215,0.6964083175803403,235057.53800082207,129590.79800000001,,,99.0,
257,2014-04-26,6.3478260869565215,0.6964083175803403,235057.53800082207,184842.597,,,99.0,
258,2014-04-26,6.3478260869565215,0.6964083175803403,235057.53800082207,224688.202,,,99.0,
259,2014-04-26,6.3478260869565215,0.6964083175803403,235057.53800082207,236874.768,,,99.0,
260,2014-04-26,6.3478260869565215,0.6964083175803403,235057.53800082207,324018.006,,,99.0,
261,2014-04-26,6.3478260869565215,0.6964083175803403,235057.53800082207,357087.75,,,99.0,
262,2014-04-26,6.3478260869565215,0.6964083175803403,235057.53800082207,359495.22199999995,,,99.0,
263,2014-04-27,6.3474576271186445,0.6843579431197931,240072.05900001526,130339.224,,,99.0,
264,2014-04-27,6.3474576271186445,0.6843579431197931,240072.05900001526,185130.706,,,99.0,
265,2014-04-27,6.3474576271186445,0.6843579431197931,240072.05900001526,224729.132,,,99.0,
266,2014-04-27,6.3474576271186445,0.6843579431197931,240072.05900001526,235325.006,,,99.0,
267,2014-04-27,6.3474576271186445,0.6843579431197931,240072.05900001526,236935.37300000002,,,99.0,
268,2014-04-27,6.3474576271186445,0.6843579431197931,240072.05900001526,325233.373,,,99.0,
269,2014-04-27,6.3474576271186445,0.6843579431197931,240072.05900001526,358375.21499999997,,,99.0,
270,2014-04-28,6.360655737704918,0.6732061273851113,244014.97000026706,132281.717,,,121.0,
271,2014-04-28,6.360655737704918,0.6732061273851113,244014.97000026706,185795.66199999998,,,121.0,
272,2014-04-28,6.360655737704918,0.6732061273851113,244014.97000026706,225055.048,,,121.0,
273,2014-04-28,6.360655737704918,0.6732061273851113,244014.97000026706,232204.49200000003,,,121.0,
