date,feature_avg_mood,feature_var_mood,feature_screen_time,feature_avg_arousal,feature_var_arousal,feature_social_contact,feature_gaming,feature_activity,feature_avg_valence,feature_var_valence,feature_office_app,feature_travel_app,feature_entertainment_app,feature_communication_app,feature_social_app,feature_day_week
2014-03-20,7.0,0.6666666666666666,0.0,0.3333333333333333,0.888888888888889,53.0,0.0,0.0,0.6666666666666666,1.5555555555555554,0.0,0.0,0.0,0.0,0.0,3
2014-03-21,6.714285714285714,0.7755102040816327,10506.898999214174,-0.2857142857142857,1.3469387755102038,61.0,0.0,2.4273979298846373,0.5714285714285714,1.1020408163265307,0.0,63.638,214.909,2927.5060000000003,1411.919,4
2014-03-22,6.363636363636363,0.9586776859504132,22428.570999383926,-0.4545454545454545,1.3388429752066116,0.0,0.0,4.698075797758847,0.3636363636363636,0.958677685950413,0.0,0.0,812.4720000000001,7761.022,3270.937,5
2014-03-23,6.266666666666667,0.8622222222222224,31260.24600124359,-0.4666666666666667,1.182222222222222,0.0,0.0,6.29255545841557,0.3333333333333333,0.888888888888889,0.0,0.0,1104.8840000000002,10961.181,4495.789000000001,6
2014-03-24,6.333333333333333,0.7777777777777777,43796.53900170326,-0.5555555555555556,1.3580246913580247,0.0,0.0,8.256590168774354,0.3333333333333333,0.7777777777777778,0.0,241.337,1459.4999999999998,17897.845,5438.298,0
2014-03-25,6.142857142857143,1.5510204081632653,56931.54100084305,-0.4761904761904761,1.4875283446712015,106.0,0.0,10.152693610556549,0.238095238095238,0.9433106575963718,0.0,1675.716,0.0,23461.831,6469.194,1
2014-03-26,6.28,1.4816,67695.87900090218,-0.4,1.44,106.0,0.0,13.421094293100598,0.36,0.9504,0.0,1719.735,1714.438,28107.858,7463.288999999999,2
2014-03-27,6.344827586206897,1.329369797859691,80228.01200294495,-0.4827586206896552,1.2841854934601662,61.0,0.0,15.32201907184946,0.4482758620689655,0.8680142687277052,0.0,1719.735,1714.438,37668.16099999999,9071.11,3
2014-03-28,6.333333333333333,1.1919191919191925,91958.73900175096,-0.4545454545454545,1.21763085399449,61.0,0.0,16.99443504149768,0.4848484848484848,0.7952249770431589,0.0,0.0,1860.029,44785.998,10154.807,4
2014-03-29,6.5,1.4166666666666667,96596.38499999046,-0.3888888888888889,1.2376543209876545,106.0,0.0,20.96986394404523,0.5555555555555556,0.8024691358024693,0.0,0.0,0.0,46623.136,10867.595,5
