date,feature_avg_mood,feature_var_mood,feature_screen_time,feature_avg_arousal,feature_var_arousal,feature_social_contact,feature_gaming,feature_activity,feature_avg_valence,feature_var_valence,feature_office_app,feature_travel_app,feature_entertainment_app,feature_communication_app,feature_social_app,feature_day_week
2014-03-05,6.333333333333333,0.888888888888889,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.888888888888889,0.0,0.0,0.0,0.0,0.0,2
2014-03-06,6.857142857142857,0.9795918367346936,0.0,-0.4285714285714285,0.5306122448979591,26.0,0.0,0.0,0.5714285714285714,0.8163265306122448,0.0,0.0,0.0,0.0,0.0,3
2014-03-07,7.090909090909091,0.9917355371900826,0.0,0.0909090909090909,0.8099173553719006,28.0,0.0,0.0,0.8181818181818182,0.6942148760330578,0.0,0.0,0.0,0.0,0.0,4
2014-03-08,7.2,0.9600000000000002,0.0,0.0666666666666666,1.262222222222222,0.0,0.0,0.0,0.9333333333333332,0.5955555555555556,0.0,0.0,0.0,0.0,0.0,5
2014-03-09,7.157894736842105,1.0803324099722993,0.0,-0.2631578947368421,1.4570637119113574,0.0,0.0,0.0,0.9473684210526316,0.6814404432132964,0.0,0.0,0.0,0.0,0.0,6
2014-03-10,7.173913043478261,1.274102079395085,0.0,-0.391304347826087,1.281663516068053,31.0,0.0,0.0,0.9565217391304348,0.8241965973534972,0.0,0.0,0.0,0.0,0.0,0
2014-03-11,7.111111111111111,1.2839506172839508,0.0,-0.2592592592592592,1.3031550068587106,33.0,0.0,0.0,0.8888888888888888,0.8395061728395062,0.0,0.0,0.0,0.0,0.0,1
2014-03-12,7.064516129032258,1.5442247658688868,0.0,-0.1612903225806451,1.490114464099896,0.0,0.0,0.0,0.8709677419354839,0.8865764828303848,0.0,0.0,0.0,0.0,0.0,2
2014-03-13,6.9714285714285715,1.6277551020408163,825.9980003833765,-0.1714285714285714,1.5134693877551024,43.0,0.0,0.0,0.8285714285714286,0.8848979591836734,0.0,0.0,0.0,287.188,200.951,3
2014-03-14,7.0,1.4871794871794872,4143.350001096725,-0.2051282051282051,1.445101906640368,53.0,0.0,0.0,0.8717948717948718,0.8297172912557528,0.0,1277.345,0.0,609.9300000000001,974.713,4
2014-03-15,6.976744186046512,1.464575446187128,5284.30700135231,-0.2558139534883721,1.3531638723634396,55.0,0.0,0.0,0.8604651162790697,0.771227690643591,17.086,0.0,77.59,932.283,1520.121,5
2014-03-16,6.978260869565218,1.4125708884688088,7664.361001253129,-0.3260869565217391,1.3501890359168245,0.0,0.0,0.0,0.8913043478260869,0.7490548204158789,0.0,0.0,0.0,2679.857,1937.189,6
2014-03-17,6.86,1.5604,8990.734001398087,-0.3,1.29,0.0,0.0,0.0333333333333333,0.84,0.7743999999999999,0.0,0.0,0.0,8435.48,8826.362000000001,0
2014-03-18,6.851851851851852,1.496570644718793,10166.870001077652,-0.2962962962962963,1.2455418381344303,0.0,0.0,0.7171260160998423,0.8333333333333334,0.7314814814814815,0.0,0.0,81.901,9116.086,9145.092,1
2014-03-19,6.844827586206897,1.4069560047562428,11807.930000305176,-0.3103448275862069,1.179548156956005,1.0,0.0,2.229537933403559,0.8448275862068966,0.6828180737217598,0.0,0.0,87.709,10120.049,9621.937,2
2014-03-20,6.854838709677419,1.3498959417273673,12672.390999794006,-0.3225806451612903,1.1217481789802286,55.0,0.0,3.610110997624973,0.8709677419354839,0.660770031217482,0.0,0.0,0.0,10395.472999999998,10188.645000000002,3
2014-03-21,6.833333333333333,1.4116161616161615,15470.230999469755,-0.3333333333333333,1.1010101010101008,58.0,0.0,3.824726254376637,0.8484848484848485,0.6740128558310376,0.0,0.0,0.0,12808.54,11213.736,4
2014-03-22,6.8,1.3885714285714288,16323.645999908444,-0.3285714285714285,1.0491836734693878,0.0,0.0,4.358281161233025,0.8428571428571429,0.6467346938775512,0.0,1277.345,0.0,17134.525,11611.093,5
2014-03-23,6.837837837837838,1.3520818115412707,17638.10400032997,-0.3243243243243243,1.0299488677867057,2.0,0.0,5.370716970552479,0.8513513513513513,0.6130387143900659,0.0,1465.3109999999997,0.0,17446.720999999998,13124.156,6
2014-03-24,6.846153846153846,1.2840236686390532,19546.19500017166,-0.358974358974359,0.9993425378040768,0.0,0.0,6.482106876856358,0.8589743589743589,0.5826758711374094,0.0,0.0,0.0,17580.876,14795.999,0
2014-03-25,6.865853658536586,1.238102320047591,20271.525000095367,-0.3780487804878049,0.991225461035098,58.0,0.0,6.8876507610767135,0.8658536585365854,0.5551754907792978,0.0,0.0,94.87,19044.014,15236.382999999998,1
2014-03-26,6.870588235294117,1.26560553633218,22043.556000947952,-0.3764705882352941,0.964152249134948,62.0,0.0,8.946182802805476,0.8588235294117647,0.568304498269896,17.086,0.0,94.87,19916.949,15629.895,2
2014-03-27,6.855555555555555,1.301358024691358,24377.24600124359,-0.3555555555555555,0.9846913580246917,67.0,0.0,11.034458835460722,0.8444444444444444,0.5535802469135804,0.0,0.0,0.0,21890.726,17653.998,3
2014-03-28,6.827956989247312,1.3467452884726554,26254.168001651768,-0.3548387096774194,0.9816163718348944,80.0,0.0,11.431893124567448,0.8279569892473119,0.5725517400855591,0.0,0.0,0.0,22845.935,18295.955,4
2014-03-29,6.86734693877551,1.3395460224906288,27260.735002279285,-0.3469387755102041,1.0020824656393172,79.0,0.0,12.030552019625938,0.8469387755102041,0.5582049146189088,0.0,0.0,99.722,23374.062,18665.115,5
2014-03-30,6.852941176470588,1.341118800461361,27963.018001317974,-0.3431372549019608,0.9900999615532484,0.0,0.0,13.83483481807119,0.8333333333333334,0.5506535947712418,0.0,0.0,0.0,23586.192,19100.127,6
2014-03-31,6.867924528301887,1.3033107867568532,29518.23000097275,-0.3490566037735849,0.9819330722677106,0.0,0.0,15.729266461696383,0.839622641509434,0.5308828764684942,0.0,0.0,114.893,24812.32,19457.866,0
