date,feature_avg_mood,feature_var_mood,feature_screen_time,feature_avg_arousal,feature_var_arousal,feature_social_contact,feature_gaming,feature_activity,feature_avg_valence,feature_var_valence,feature_office_app,feature_travel_app,feature_entertainment_app,feature_communication_app,feature_social_app,feature_day_week
2014-04-16,7.0,0.6666666666666666,4944.646000862122,0.3333333333333333,0.888888888888889,230.0,0.0,1.045302648123219,0.3333333333333333,0.888888888888889,0.0,0.0,296.78499999999997,1107.526,4201.893999999999,2
2014-04-17,7.0,0.5714285714285714,23765.67600250244,-0.2857142857142857,0.7755102040816327,225.0,0.0,2.7052630147106536,1.0,0.8571428571428571,0.0,0.0,1154.783,1891.362,10591.636,3
2014-04-18,7.181818181818182,0.8760330578512397,34680.0830028057,-0.3636363636363636,0.9586776859504132,233.0,0.0,3.5549262975106606,0.9090909090909092,0.9917355371900828,0.0,0.0,1448.6509999999998,3721.874,16845.332,4
2014-04-19,7.153846153846154,0.7455621301775146,44672.9380030632,-0.4615384615384615,0.8639053254437871,228.0,0.0,9.778261575147123,0.8461538461538461,0.8994082840236686,0.0,0.0,1880.075,7708.361999999999,20772.094,5
2014-04-20,7.235294117647059,0.6505190311418685,55547.47200226784,-0.2352941176470588,0.8858131487889274,0.0,0.0,10.48569909664656,0.9411764705882352,0.7612456747404844,0.0,0.0,3207.3909999999996,9300.138,28128.779,6
2014-04-21,7.285714285714286,0.585034013605442,65551.8560016155,-0.1428571428571428,1.1700680272108843,0.0,0.0,11.117069437043174,0.9523809523809524,0.6167800453514738,0.0,3.019,4149.6230000000005,10628.35,37202.75199999999,0
2014-04-22,7.08,1.1935999999999998,85993.51900053024,-0.16,1.2544000000000002,234.0,0.0,13.033905959549273,0.76,0.9824,0.0,3.019,5184.885,11857.12,44875.342,1
2014-04-23,6.827586206896552,1.521997621878716,92798.11800074576,-0.1034482758620689,1.334126040428062,234.0,0.0,13.219070764280374,0.5517241379310345,1.212841854934602,0.0,0.0,6227.455,12128.303,49642.651,2
2014-04-24,6.875,1.484375,101498.86100053789,-0.09375,1.3974609375,246.0,0.0,15.635977929506687,0.59375,1.1162109375,0.0,34.42700000000001,6996.758,14539.184,53324.157,3
2014-04-25,7.083333333333333,1.8541666666666667,111363.29199814796,0.0833333333333333,1.5208333333333337,277.0,0.0,19.06745398249153,0.7652899610531456,0.9251837866413398,0.0,34.42700000000001,7298.387999999999,15859.696,56001.839,4
2014-04-26,7.25,2.0875,118639.8489985466,0.175,1.594375,297.0,0.0,26.808623843992734,0.7652899610531456,0.9251837866413398,0.0,0.0,7479.250999999999,16152.733,59005.41499999999,5
2014-04-27,7.181818181818182,1.966942148760331,137861.33000016212,0.0681818181818181,1.6089876033057848,288.0,0.0,27.64067281146135,0.7652899610531456,0.9251837866413398,0.0,0.0,8852.083,17650.987,67237.862,6
2014-04-28,7.148936170212766,1.9139882299683115,160583.44200062752,-0.0212765957446808,1.6378451788139432,301.0,0.0,29.469931517927733,0.7652899610531456,0.9251837866413398,0.0,0.0,9530.771000000002,19936.978,74208.68100000001,0
2014-04-29,7.078431372549019,1.876201460976547,177029.31299972534,-0.0588235294117647,1.6239907727796998,303.0,0.0,31.367115918339714,0.7652899610531456,0.9251837866413398,0.0,176.859,10258.962,21116.954,80332.82800000001,1
2014-04-30,7.109090909090909,1.7699173553719003,185102.94999933243,-0.109090909090909,1.5880991735537189,291.0,0.0,31.68568521046334,0.7652899610531456,0.9251837866413398,0.0,285.302,10819.398,21744.083,85253.57,2
2014-05-01,7.11864406779661,1.6977879919563343,196461.84899926183,-0.1186440677966101,1.596093076702097,310.0,0.0,35.909719461882204,0.7652899610531456,0.9251837866413398,0.0,459.2639999999999,11403.323,23009.565,89303.95199999999,3
2014-05-04,7.131147540983607,1.6549314700349371,206717.0139966011,-0.1475409836065573,1.6011824778285406,325.0,0.0,56.48022369118053,0.7652899610531456,0.9251837866413398,0.0,586.218,11866.071,23344.127,91788.555,6
2014-05-05,7.125,1.609375,218914.55899596217,-0.203125,1.630615234375,316.0,0.0,57.30525958823307,0.7652899610531456,0.9251837866413398,0.0,586.218,12692.065,24537.925,97145.326,0
2014-05-07,7.0,1.9402985074626864,239954.96499609947,-0.1791044776119403,1.6097126308754732,337.0,0.0,59.040137402896534,0.7652899610531456,0.9251837866413398,0.0,648.9469999999999,13873.62,31299.342999999997,105411.128,2
2014-05-08,6.985915492957746,1.9012100773656024,252409.93299627304,-0.1971830985915492,1.594921642531244,329.0,0.0,60.75204918142714,0.7652899610531456,0.9251837866413398,0.0,980.935,15240.616000000002,33134.849,111366.059,3
2014-05-09,6.906666666666666,1.9779555555555552,264529.4949967861,-0.1733333333333333,1.556622222222222,15.0,0.0,61.08955607781516,0.7652899610531456,0.9251837866413398,0.0,980.935,16044.424,33706.568,118886.204,4
2014-05-10,6.962025316455696,2.0618490626502157,281610.7029967308,-0.1645569620253164,1.605832398654062,333.0,0.0,63.27382201246526,0.7652899610531456,0.9251837866413398,0.0,980.935,16347.342,34561.172,121420.393,5
2014-05-11,6.9156626506024095,2.101320946436348,286732.5279972553,-0.1566265060240964,1.5778777761649008,0.0,0.0,63.48034075162458,0.7652899610531456,0.9251837866413398,0.0,980.935,16671.821,35022.323000000004,125364.349,6
2014-05-12,6.895348837209302,2.047187669010276,302245.00199747086,-0.1860465116279069,1.5700378583017849,333.0,0.0,64.05675864369722,0.7652899610531456,0.9251837866413398,0.0,0.0,17017.049,35636.765999999996,129022.407,0
2014-05-13,6.896551724137931,2.0237812128418553,321026.78099656105,-0.1839080459770115,1.5523847271766416,333.0,0.0,66.71607236918743,0.7652899610531456,0.9251837866413398,0.0,983.06,18140.707,39941.328,132206.892,1
